Date,Time,Description,Type,Amount,Balance,Mode,Ref
13/03/24,12:09,UPI-IOC1246@HDFCBANK,DR,"2,072.00",268263.0,UPI,TXN970645
2024-03-13,12:34,Flipkart Internet,DR,"Rs. 1,707",266181.0,UPI,TXN494617
13-Mar-24,19:11,UPI-SWIGGY1600@OKAXIS,Debit,₹375,267888.0,UPI,TXN794255
2024-03-13,21:12,KIRANAKART TECH,DR,Rs. 221,271305.0,UPI,TXN809381
2024-03-13,21:46,BUNDL Tech P L,Debit,435.00,270335.0,UPI,TXN524089
14/03/24,03:15,INSTAMART BANGALORE,Debit,₹433,262449.0,UPI,TXN664570
14/03/24,04:53,UPI-SWIGGY8576@OKAXIS,Debit,Rs. 367,262882.0,UPI,TXN474725
14-Mar-24,06:21,POS BANGALORE RESTAURANT,DR,Rs. 859,260342.0,UPI,TXN943187
2024-03-14,07:31,ZEPTO MARKETPLACE,Debit,Rs. 252,261615.0,UPI,TXN621091
14-Mar-24,14:54,OLA ELECTRIC,Debit,₹200,263249.0,UPI,TXN164407
14 Mar 2024,14:55,BHIM ZEPTO,DR,Rs. 582,261867.0,UPI,TXN509260
2024-03-14,15:33,POS INDIAN OIL BANGALORE,DR,"Rs. 10,505",-404618.0,UPI,TXN631778
14-Mar-24,20:34,ATM-WDL-HDFC-8030,DR,"Rs. 1,000",-767586.0,ATM,TXN854124
14-Mar-24,22:04,UBER INDIA,DR,414,261201.0,UPI,TXN852570
15/03/24,06:47,SPOTIFY*PREMIUM,DR,Rs. 119,543089.0,UPI,TXN992697
15-Mar-24,08:09,MYNTRA DESIGNS,DR,1484,258362.0,UPI,TXN379901
15 Mar 2024,08:52,POS OLA-PRIME,Debit,359.00,259846.0,UPI,TXN162790
15-Mar-24,10:26,RAPIDO BIKE TAXI,DR,Rs. 137,260205.0,UPI,TXN295600
2024-03-15,19:16,POS MEGHANA FOODS,Debit,"1,706.00",256656.0,UPI,TXN557318
15-Mar-24,21:12,AMZN-INTPYMT,DR,₹1555,255101.0,UPI,TXN857568
2024-03-16,08:47,BHIM SWIGGY,Debit,₹436,254325.0,UPI,TXN728958
2024-03-16,15:40,ZOMATO MEDIA P L,Debit,690,251832.0,UPI,TXN512064
16-Mar-24,19:52,UPI-BLINKIT-6907@PAYTM,DR,515.00,252522.0,UPI,TXN351318
16/03/24,20:21,SWIGGY-INSTAMART,DR,606,253719.0,UPI,TXN560823
16 Mar 2024,21:03,POS INSTAMART,DR,682,253037.0,UPI,TXN251950
2024-03-16,21:05,BUNDL Tech P L,DR,340,254761.0,UPI,TXN983687
2024-03-17,03:11,NETFLIX ENTERTAINMENT,DR,Rs. 550,249202.0,UPI,TXN975224
17-Mar-24,05:01,AMZN PRIME,Debit,₹1322,247880.0,UPI,TXN520515
17-Mar-24,05:10,BHIM ZEPTO,Debit,Rs. 405,249752.0,UPI,TXN601602
17-Mar-24,07:59,BWSSB WATER BILL,Debit,₹491,251341.0,UPI,TXN183985
17 Mar 2024,08:55,BMTC BUS PASS,DR,₹27,247668.0,UPI,TXN810083
17-Mar-24,11:50,UPI-ZOMATO-LIMITED@PAYTM,Debit,274.00,247394.0,UPI,TXN189903
17/03/24,16:20,TUMMOC-BMTC,DR,₹39,250157.0,UPI,TXN420389
17 Mar 2024,17:09,UBER SYSTEMS INDIA,Debit,Rs. 185,247695.0,UPI,TXN335388
2024-03-17,22:30,UPI-RESTAURANT-7888@PAYTM,Debit,"Rs. 1,145",250196.0,UPI,TXN731364
18/03/24,08:38,UPI-AMAZONPAY@HDFCBANK,Debit,622,246389.0,UPI,TXN143122
18/03/24,09:32,POS OLA-PRIME,DR,Rs. 372,246017.0,UPI,TXN234082
18-Mar-24,13:44,Swiggy*Order,DR,₹383,247011.0,UPI,TXN346249
18-Mar-24,13:44,Swiggy*Order,DR,₹383,247011.0,UPI,TXN346249
19 Mar 2024,02:57,UPI-AMAZONPAY@HDFCBANK,DR,4304,237133.0,UPI,TXN229660
2024-03-19,06:23,GROWW INVEST TECH,Debit,₹3761,242256.0,UPI,TXN872663
2024-03-19,08:58,UPI-CCD@HDFCBANK,DR,169.00,236580.0,UPI,TXN211222
2024-03-19,10:05,POS EMPIRE RESTAURANT,DR,₹1242,235338.0,UPI,TXN752596
19-Mar-24,10:18,BLINKIT BANGALORE,DR,384,236749.0,UPI,TXN651567
19/03/24,18:09,BMS MOVIE TICKETS,DR,₹819,241437.0,UPI,TXN840255
20-Mar-24,03:04,STAR INDIA PVT LTD,DR,Rs. 438,542651.0,UPI,TXN712024
20/03/24,11:47,POS ZOMATO,DR,509.00,230109.0,UPI,TXN582515
20-Mar-24,13:11,BUNDL TECH-INSTAMART,Debit,425,234181.0,UPI,TXN261621
2024-03-20,13:27,POS FLIPKART BANGALORE,DR,669,232956.0,UPI,TXN809298
20/03/24,16:16,UBER SYSTEMS INDIA,Debit,₹321,230950.0,UPI,TXN512045
2024-03-20,16:19,UPI-IOC2000@HDFCBANK,DR,"Rs. 1,009",231271.0,UPI,TXN587227
2024-03-20,16:45,UPI-SWIGGY5466@OKAXIS,Debit,332,230618.0,UPI,TXN949352
2024-03-20,18:27,BUNDL Tech P L,Debit,Rs. 556,233625.0,UPI,TXN506941
20 Mar 2024,19:09,ZOMATO-DINING,DR,Rs. 676,232280.0,UPI,TXN255825
20-Mar-24,19:46,ZEPTO MARKETPLACE,DR,Rs. 732,234606.0,UPI,TXN731548
20 Mar 2024,20:47,RAPIDO BIKE TAXI,Debit,₹159,229950.0,UPI,TXN241677
20-Mar-24,21:32,UPI-SNEHA-0942@OKAXIS,DR,Rs. 266,-731810.0,UPI,TXN729557
21/03/24,00:10,AMAZONIN MARKETPLACE,DR,"1,498.00",227833.0,UPI,TXN974343
21/03/24,01:12,UPI-SWIGGY-2664@HDFCBANK,DR,619.00,229331.0,UPI,TXN255362
21/03/24,12:06,BUNDL TECH-INSTAMART,Debit,Rs. 825,227008.0,UPI,TXN638292
22-Mar-24,06:27,Swiggy*Order,Debit,238.00,224817.0,UPI,TXN684080
22 Mar 2024,08:38,JIOFIBER,Debit,565.00,225697.0,UPI,TXN870267
22 Mar 2024,09:44,BHIM ZEPTO,Debit,677.00,224140.0,UPI,TXN211035
22/03/24,15:54,BHIM-BLINKIT,DR,365.00,225332.0,UPI,TXN205805
22/03/24,18:52,UBER INDIA,DR,389.00,226619.0,UPI,TXN596330
2024-03-22,19:41,POS SWIGGY-RESTAURANT,Debit,Rs. 357,226262.0,UPI,TXN716204
22-Mar-24,20:31,UPI-THIRDWAVE@OKAXIS,Debit,₹277,225055.0,UPI,TXN627935
2024-03-23,08:27,POS THIRD WAVE COFFEE,DR,305.00,222887.0,UPI,TXN852485
23 Mar 2024,12:55,UPI-CCD@HDFCBANK,Debit,175.00,223538.0,UPI,TXN106907
23-Mar-24,14:09,BHARTI AIRTEL LTD,Debit,712,221300.0,UPI,TXN919528
23 Mar 2024,19:45,BUNDL Tech P L,Debit,₹589,222012.0,UPI,TXN393371
2024-03-23,19:56,UPI-UBER-0377@HDFCBANK,DR,Rs. 294,221006.0,UPI,TXN324116
23-Mar-24,20:05,POS THIRD WAVE COFFEE,DR,286.00,222601.0,UPI,TXN702466
23/03/24,20:06,UPI-UBER-5112@HDFCBANK,Debit,₹427,223713.0,UPI,TXN562965
23/03/24,20:21,UPI-ZOMATO1274@OKICICI,DR,346.00,223192.0,UPI,TXN542207
24-Mar-24,14:45,TATA STARBUCKS,DR,Rs. 339,219743.0,UPI,TXN359662
24-Mar-24,15:48,OLA CABS,Debit,445,220561.0,UPI,TXN215806
24/03/24,18:12,UPI-SWIGGY4144@OKAXIS,DR,601,219142.0,UPI,TXN599387
2024-03-24,18:16,TATA STARBUCKS,DR,479,220082.0,UPI,TXN944510
24 Mar 2024,18:36,UPI-VI-RECHARGE@HDFCBANK,DR,Rs. 350,541475.0,UPI,TXN265409
25 Mar 2024,05:02,ANI Technologies,Debit,333,213786.0,UPI,TXN239260
2024-03-25,06:33,AMAZON PRIME VIDEO,Debit,826,541825.0,UPI,TXN176066
2024-03-25,09:45,POS SWIGGY BANGALORE,Debit,414.00,218247.0,UPI,TXN686181
25/03/24,17:06,UPI-KARAN-5789@OKAXIS,DR,2149,-716085.0,UPI,TXN946282
25 Mar 2024,18:09,Flipkart Internet,DR,"Rs. 3,510",214119.0,UPI,TXN228270
25-Mar-24,19:25,SWIGGY-INSTAMART,Debit,Rs. 481,218661.0,UPI,TXN270753
2024-03-25,22:38,UPI-BLINKIT-1501@PAYTM,Debit,Rs. 618,217629.0,UPI,TXN408261
2024-03-26,06:13,ZERODHA-MF SIP,DR,15000,193065.0,UPI,TXN456470
26/03/24,09:30,Amazon Pay India,DR,486.00,189259.0,UPI,TXN923356
26/03/24,09:55,Amazon Pay India,DR,"2,849.00",190216.0,UPI,TXN261719
2024-03-26,11:28,POS FLIPKART BANGALORE,Debit,3032,210754.0,UPI,TXN455465
2024-03-26,13:10,BHIM ZEPTO,DR,Rs. 210,190006.0,UPI,TXN439966
26/03/24,22:34,UPI-SWIGGY-9575@HDFCBANK,DR,475,208065.0,UPI,TXN288474
26-Mar-24,22:56,POS NYKAA BANGALORE,Debit,₹2214,208540.0,UPI,TXN686523
26 Mar 2024,22:57,UPI-ZOMATO-LIMITED@PAYTM,Debit,₹261,189745.0,UPI,TXN433799
27 Mar 2024,00:29,AMAZONIN MARKETPLACE,Debit,"Rs. 2,619",186195.0,UPI,TXN468488
27 Mar 2024,09:27,OLA ELECTRIC,Debit,227.00,184623.0,UPI,TXN386275
27-Mar-24,11:53,UPI-RESTAURANT-0753@PAYTM,Debit,1345,184850.0,UPI,TXN860294
2024-03-27,13:54,OLA ELECTRIC,DR,Rs. 445,188814.0,UPI,TXN682119
28 Mar 2024,00:31,NEXTBILLION-GROWW,DR,"4,883.00",171074.0,UPI,TXN618008
28 Mar 2024,05:01,AMAZONIN MARKETPLACE,Debit,₹2553,175957.0,UPI,TXN617795
28/03/24,08:29,POS HP PETROL STATION,Debit,₹1727,182896.0,UPI,TXN281965
28/03/24,11:52,ROPPEN TRANSPORTATION,DR,Rs. 131,178510.0,UPI,TXN302365
28 Mar 2024,21:45,Amazon Pay India,DR,4255,178641.0,UPI,TXN566801
29 Mar 2024,04:21,UPI-BWSSB@AXIS,Debit,₹568,169079.0,UPI,TXN596580
29 Mar 2024,09:54,TUMMOC-BMTC,DR,11.00,170514.0,UPI,TXN781605
29 Mar 2024,12:20,BWSSB WATER BILL,DR,Rs. 255,169647.0,UPI,TXN178056
29 Mar 2024,20:43,UPI-ZOMATO5010@OKICICI,Debit,549,170525.0,UPI,TXN648489
29 Mar 2024,22:27,SWIGGY-INSTAMART,DR,₹612,169902.0,UPI,TXN391433
30-Mar-24,03:21,BLINKIT BANGALORE,Debit,₹732,168347.0,UPI,TXN163634
30/03/24,09:56,UPI-BWSSB@AXIS,Debit,316.00,168031.0,UPI,TXN686424
30-Mar-24,10:43,POS UBER BANGALORE,DR,153,167649.0,UPI,TXN701056
30/03/24,18:22,POS SWIGGY-RESTAURANT,DR,395.00,167254.0,UPI,TXN638051
2024-03-30,21:25,SWIGGY-INSTAMART,Debit,Rs. 229,167802.0,UPI,TXN750338
31/03/24,04:01,UPI-BLINKIT-1469@PAYTM,Debit,₹768,165543.0,UPI,TXN307434
31-Mar-24,04:22,OLA CABS,Debit,220,166740.0,UPI,TXN728896
31 Mar 2024,04:39,ZOMATO BENGALURU,Debit,500,164360.0,UPI,TXN712454
2024-03-31,05:05,AMZN PRIME,Debit,"Rs. 1,142",163218.0,UPI,TXN437456
31 Mar 2024,10:16,POS ZEPTO BANGALORE,Debit,₹328,165215.0,UPI,TXN810360
31/03/24,10:56,UPI-STARBUCKS@AXIS,DR,Rs. 294,166960.0,UPI,TXN975744
31/03/24,12:39,ZOMATO BENGALURU,Debit,₹309,166311.0,UPI,TXN107052
31/03/24,13:24,AMAZONIN MARKETPLACE,Debit,"Rs. 15,953",-394113.0,UPI,TXN255130
31 Mar 2024,19:56,UPI-SWIGGY9328@OKAXIS,DR,236,164979.0,UPI,TXN753476
31/03/24,20:01,POS MEGHANA FOODS,DR,₹7931,-445522.0,UPI,TXN149269
2024-03-31,20:36,ROPPEN TRANSPORTATION,DR,120,166620.0,UPI,TXN769795
2024-03-31,21:04,UPI-SPOTIFY-IN@AXIS,Debit,Rs. 119,164860.0,UPI,TXN767044
01/04/24,05:57,POS ZEPTO BANGALORE,DR,₹234,159686.0,UPI,TXN140140
2024-04-01,06:49,POS NYKAA BANGALORE,DR,"Rs. 1,626",157772.0,UPI,TXN898134
01-Apr-24,09:23,NEFT-TECHCRUSH LABS-SALARY MAY24,CR,₹84736,623971.0,NEFT,TXN395442
01 Apr 2024,10:43,POS OLA-PRIME,DR,288.00,159398.0,UPI,TXN875758
01/04/24,11:31,POS MYNTRA,DR,₹2440,160778.0,UPI,TXN345770
01/04/24,11:56,INSTAMART BANGALORE,DR,Rs. 566,160212.0,UPI,TXN341358
2024-04-01,13:39,ANI Technologies,Debit,₹292,159920.0,UPI,TXN345147
01-Apr-24,20:14,AVENUE SUPERMARTS,Debit,"Rs. 1,309",156463.0,UPI,TXN930382
2024-04-01,21:27,SWIGGY-INSTAMART,DR,574.00,155889.0,UPI,TXN624078
02/04/24,09:10,Uber*Trip,DR,193,154055.0,UPI,TXN397604
02/04/24,11:04,NYKAA E-RETAIL,Debit,"1,993.00",151827.0,UPI,TXN425387
2024-04-02,12:33,ZOMATO-DINING,Debit,235,153820.0,UPI,TXN235410
2024-04-02,12:57,ZOMATO MEDIA P L,DR,516,149961.0,UPI,TXN351338
02-Apr-24,13:26,POS EMPIRE RESTAURANT,DR,₹1171,154718.0,UPI,TXN245893
2024-04-02,13:47,AMZN-INTPYMT,Debit,996,150477.0,UPI,TXN991125
02/04/24,14:25,ATM-WDL-HDFC-3609,DR,₹500,-699528.0,ATM,TXN329222
2024-04-02,15:43,POS OLA-PRIME,DR,354,151473.0,UPI,TXN614807
2024-04-02,22:21,SWIGGY-INSTAMART,DR,Rs. 470,154248.0,UPI,TXN573469
03-Apr-24,01:01,POS ZOMATO,DR,207,145283.0,UPI,TXN276037
03 Apr 2024,03:32,BMTC BUS PASS,Debit,₹16,145267.0,UPI,TXN324164
03/04/24,03:52,UPI-DMART@OKAXIS,Debit,"1,523.00",145704.0,UPI,TXN111755
03/04/24,04:16,ZOMATO MEDIA P L,DR,258.00,147227.0,UPI,TXN848244
03 Apr 2024,07:22,UPI-RAPIDO@OKAXIS,DR,80,145624.0,UPI,TXN772149
03-Apr-24,13:00,UPI-SWIGGY0226@OKAXIS,Debit,Rs. 385,144882.0,UPI,TXN170601
03 Apr 2024,18:06,ROPPEN TRANSPORTATION,DR,Rs. 134,145490.0,UPI,TXN350127
2024-04-03,18:26,FLIPKART INDIA,Debit,"2,147.00",147485.0,UPI,TXN997343
03 Apr 2024,21:34,BHIM SWIGGY,DR,₹329,149632.0,UPI,TXN210335
04/04/24,04:24,UPI-FLIPKART@HDFCBANK,Debit,"Rs. 1,137",141577.0,UPI,TXN925198
04/04/24,08:11,BHIM-BMTC,Debit,48,140464.0,UPI,TXN517589
2024-04-04,11:48,UPI-SWIGGY9600@OKAXIS,Debit,632.00,143966.0,UPI,TXN343715
04 Apr 2024,13:26,UPI-STARBUCKS@AXIS,DR,367.00,141210.0,UPI,TXN360401
04-Apr-24,15:27,BHIM-BLINKIT,DR,Rs. 717,139747.0,UPI,TXN187275
04-Apr-24,16:00,UPI-FLIPKART@HDFCBANK,DR,₹1252,142714.0,UPI,TXN492716
04/04/24,16:14,POS THIRD WAVE COFFEE,Debit,₹355,140855.0,UPI,TXN765181
04-Apr-24,20:31,INSTAMART BANGALORE,Debit,284,144598.0,UPI,TXN827418
2024-04-04,22:08,UPI-BOOKMYSHOW@HDFCBANK,DR,Rs. 343,140512.0,UPI,TXN272132
05-Apr-24,09:19,UPI-BIGBASKET@HDFCBANK,Debit,463.00,135435.0,UPI,TXN278922
05 Apr 2024,12:19,POS UBER BANGALORE,Debit,₹515,135898.0,UPI,TXN319703
05-Apr-24,12:45,BHIM-BMTC,Debit,Rs. 47,136413.0,UPI,TXN659102
05/04/24,13:45,IMPS-RENT-LANDLORD-36852906,Debit,"Rs. 18,000",605971.0,IMPS,TXN237174
05/04/24,14:09,INNOVATIVE RETAIL,Debit,₹1582,138165.0,UPI,TXN592053
05/04/24,15:31,TUMMOC-BMTC,DR,₹50,137341.0,UPI,TXN952624
05/04/24,19:01,BLINKIT BANGALORE,DR,881.00,136460.0,UPI,TXN775699
05/04/24,20:18,UPI-FLIPKART@HDFCBANK,DR,14305,-509536.0,UPI,TXN864670
05 Apr 2024,22:00,UPI-ZOMATO7344@OKICICI,Debit,Rs. 206,137959.0,UPI,TXN613331
05 Apr 2024,23:04,UPI-ZEPTO-9191@HDFCBANK,Debit,568.00,137391.0,UPI,TXN888086
06-Apr-24,09:31,UPI-ZOMATO9481@OKICICI,DR,293,135142.0,UPI,TXN301205
06/04/24,12:03,RAPIDO BIKE TAXI,DR,₹126,133595.0,UPI,TXN656405
06/04/24,12:31,BHIM SWIGGY,DR,Rs. 524,134193.0,UPI,TXN107614
06 Apr 2024,16:48,GROFERS INDIA P L,Debit,472,133721.0,UPI,TXN478756
2024-04-06,21:26,ZOMATO MEDIA P L,DR,₹425,134717.0,UPI,TXN458772
07-Apr-24,06:45,UPI-RAPIDO@OKAXIS,Debit,42,131246.0,UPI,TXN803176
2024-04-07,18:55,POS ZEPTO BANGALORE,DR,196,133249.0,UPI,TXN599250
07 Apr 2024,19:23,ROPPEN TRANSPORTATION,DR,150,133445.0,UPI,TXN952092
07/04/24,20:57,UPI-IOC2115@HDFCBANK,DR,705.00,132544.0,UPI,TXN415986
07/04/24,23:55,POS DINEOUT,DR,"1,256.00",131288.0,UPI,TXN791792
08 Apr 2024,03:42,INNOVATIVE RETAIL,DR,₹1682,128215.0,UPI,TXN329537
2024-04-08,10:05,IMPS ZERODHA-COIN,DR,15000,590971.0,UPI,TXN710805
2024-04-08,13:24,UPI-SWIGGY-3513@HDFCBANK,Debit,Rs. 475,129897.0,UPI,TXN812299
08 Apr 2024,14:38,BESCOM ELEC BILL,Debit,₹1689,585773.0,UPI,TXN146542
08-Apr-24,17:41,UPI-STARBUCKS@AXIS,DR,₹443,130372.0,UPI,TXN485600
08-Apr-24,18:46,BHIM SWIGGY,DR,Rs. 431,130815.0,UPI,TXN852293
09-Apr-24,09:52,FLIPKART INDIA,Debit,"Rs. 3,000",124653.0,UPI,TXN653485
09 Apr 2024,09:59,TUMMOC-BMTC,DR,22.00,124631.0,UPI,TXN579757
09 Apr 2024,12:51,BHIM-BMTC,DR,31.00,127653.0,UPI,TXN998397
09-Apr-24,14:09,AMAZON SELLER SVCS,Debit,₹531,127684.0,UPI,TXN405654
2024-04-09,16:28,POS UBER BANGALORE,DR,496,124135.0,UPI,TXN206900
09/04/24,23:09,RAPIDO BIKE TAXI,Debit,₹131,124004.0,UPI,TXN640472
10/04/24,02:07,UPI-RESTAURANT-3549@PAYTM,DR,₹1336,118195.0,UPI,TXN644675
10-Apr-24,04:38,UPI-VI-RECHARGE@HDFCBANK,DR,₹654,119531.0,UPI,TXN369232
10 Apr 2024,13:39,POS HP PETROL STATION,DR,"8,350.00",-637695.0,UPI,TXN702960
10/04/24,16:05,BIGTREE ENTERTAINMENT,Debit,₹1046,122632.0,UPI,TXN227980
2024-04-10,16:19,UPI-BOOKMYSHOW@HDFCBANK,DR,835.00,120576.0,UPI,TXN512925
10-Apr-24,16:32,UPI-FLIPKART@HDFCBANK,DR,₹1221,121411.0,UPI,TXN607711
10-Apr-24,16:51,ANI Technologies,DR,₹391,120185.0,UPI,TXN790573
10-Apr-24,22:40,OLA CABS,DR,Rs. 326,123678.0,UPI,TXN825399
10 Apr 2024,22:56,UPI-PRIYA-8750@OKAXIS,DR,Rs. 325,-732135.0,UPI,TXN963318
11-Apr-24,07:36,UBER SYSTEMS INDIA,DR,Rs. 516,114083.0,UPI,TXN580024
11-Apr-24,11:19,ZOMATO BENGALURU,DR,Rs. 638,116817.0,UPI,TXN676558
2024-04-11,15:57,ZOMATO-DINING,DR,₹283,116534.0,UPI,TXN868265
11-Apr-24,16:08,KIRANAKART TECH,DR,740.00,117455.0,UPI,TXN146908
2024-04-11,18:41,POS ZEPTO BANGALORE,DR,347.00,116187.0,UPI,TXN497349
2024-04-11,19:04,BHIM SWIGGY,DR,Rs. 318,115869.0,UPI,TXN386526
11/04/24,19:06,POS OLA-PRIME,DR,390,115294.0,UPI,TXN508486
11/04/24,20:17,BHIM SWIGGY,DR,185.00,115684.0,UPI,TXN421440
11/04/24,20:43,UPI-ZOMATO5845@OKICICI,Debit,Rs. 695,114599.0,UPI,TXN263044
2024-04-12,00:27,TWC INDIA,DR,373.00,111794.0,UPI,TXN971783
12 Apr 2024,06:09,UPI-NETFLIX-MEMB@HDFCBANK,DR,₹419,590552.0,UPI,TXN361650
12-Apr-24,12:05,UPI-SWIGGY-INSTAMART@OKAXIS,DR,829.00,112167.0,UPI,TXN616791
12-Apr-24,16:44,UPI-STARBUCKS@AXIS,DR,396,111398.0,UPI,TXN807287
2024-04-12,18:57,UPI-BIGBASKET@HDFCBANK,Debit,₹910,110488.0,UPI,TXN218733
2024-04-12,19:32,POS HP PETROL STATION,DR,1087,112996.0,UPI,TXN420509
13/04/24,00:27,INSTAMART BANGALORE,Debit,683.00,107344.0,UPI,TXN362285
2024-04-13,14:36,POS INDIAN OIL BANGALORE,Debit,₹7828,-419760.0,UPI,TXN425191
13/04/24,15:19,ZOMATO-DINING,Debit,Rs. 386,106958.0,UPI,TXN555040
13/04/24,20:54,RAPIDO BIKE TAXI,Debit,Rs. 65,110423.0,UPI,TXN774206
13/04/24,21:45,BHIM SWIGGY,DR,₹281,106677.0,UPI,TXN602577
13/04/24,21:59,MYNTRA-ORDER,DR,2396,108027.0,UPI,TXN295200
2024-04-13,23:07,IMPS ZERODHA-COIN,Debit,15000,91677.0,UPI,TXN984015
14 Apr 2024,05:47,Swiggy*Order,Debit,Rs. 344,88933.0,UPI,TXN419141
14 Apr 2024,06:31,Amazon Pay India,DR,926,90561.0,UPI,TXN359369
14-Apr-24,09:09,UPI-ZEPTO-6004@HDFCBANK,Debit,586,89914.0,UPI,TXN332548
14/04/24,13:30,ROPPEN TRANSPORTATION,DR,₹61,90500.0,UPI,TXN140230
14/04/24,15:32,UPI-BLINKIT-3223@PAYTM,Debit,637,89277.0,UPI,TXN290580
14/04/24,19:43,POS SWIGGY BANGALORE,Debit,₹462,88471.0,UPI,TXN712711
14-Apr-24,21:08,UPI-SWIGGY-INSTAMART@OKAXIS,DR,824,87647.0,UPI,TXN178516
2024-04-14,22:50,POS SWIGGY BANGALORE,Debit,190.00,91487.0,UPI,TXN108418
15 Apr 2024,02:22,SPOTIFY*PREMIUM,DR,₹119,590433.0,UPI,TXN872343
15 Apr 2024,09:30,Uber*Trip,Debit,243.00,87404.0,UPI,TXN987187
15-Apr-24,09:57,POS ZOMATO,DR,₹513,84965.0,UPI,TXN368422
15 Apr 2024,10:45,BHIM ZEPTO,DR,₹424,85882.0,UPI,TXN239430
15 Apr 2024,12:55,UPI-GROWWPAY@HDFCBANK,DR,₹4389,80576.0,UPI,TXN381850
2024-04-15,18:13,UPI-SWIGGY-INSTAMART@OKAXIS,Debit,368.00,86306.0,UPI,TXN371407
15/04/24,19:54,ZOMATO-DINING,Debit,₹585,79991.0,UPI,TXN294015
2024-04-15,20:41,ZEPTO MARKETPLACE,Debit,404,85478.0,UPI,TXN675956
15-Apr-24,22:03,KIRANAKART TECH,Debit,Rs. 344,86674.0,UPI,TXN917230
15/04/24,23:57,RELIANCE JIO,DR,₹386,87018.0,UPI,TXN235197
2024-04-16,03:41,AMAZON IN,DR,2599,75092.0,UPI,TXN335428
16 Apr 2024,15:02,UPI-CCD@HDFCBANK,DR,₹183,78445.0,UPI,TXN871889
2024-04-16,15:25,AMAZONIN MARKETPLACE,Debit,₹1071,78628.0,UPI,TXN114210
16-Apr-24,16:57,ZOMATO MEDIA P L,Debit,541,74332.0,UPI,TXN950100
16/04/24,17:07,UPI-RAPIDO@OKAXIS,DR,₹40,77691.0,UPI,TXN337686
16/04/24,18:46,ZOMATO MEDIA P L,DR,₹292,79699.0,UPI,TXN357167
2024-04-16,20:05,POS DINEOUT,Debit,₹714,77731.0,UPI,TXN669928
16/04/24,22:22,UPI-SWIGGY1998@OKAXIS,DR,Rs. 219,74873.0,UPI,TXN728738
17-Apr-24,06:05,UPI-ZERODHA-COIN@AXIS,Debit,"15,000.00",58894.0,UPI,TXN244935
17-Apr-24,07:09,OLA CABS,DR,Rs. 307,54204.0,UPI,TXN246918
17-Apr-24,07:44,TATA STARBUCKS,DR,₹293,54511.0,UPI,TXN978116
17 Apr 2024,08:10,ANI Technologies,Debit,Rs. 125,53619.0,UPI,TXN843810
17/04/24,08:54,UPI-BESCOM-BILL@HDFCBANK,Debit,2394,54804.0,UPI,TXN158579
17 Apr 2024,10:36,ATM-WDL-ICICI-6478,DR,"Rs. 5,000",-757875.0,ATM,TXN220570
2024-04-17,15:15,POS THIRD WAVE COFFEE,DR,298.00,58596.0,UPI,TXN542332
17/04/24,16:19,TATA STARBUCKS,DR,460,53744.0,UPI,TXN133679
17 Apr 2024,17:55,UPI-THIRDWAVE@OKAXIS,Debit,₹438,73894.0,UPI,TXN548217
17 Apr 2024,18:51,UPI-MYNTRA@HDFCBANK,Debit,1398,57198.0,UPI,TXN162471
18-Apr-24,05:44,ANI Technologies,Debit,₹359,51742.0,UPI,TXN213666
2024-04-18,06:05,BIGBASKET BANGALORE,DR,1518,52101.0,UPI,TXN686462
2024-04-18,14:18,Swiggy*Order,DR,383,50409.0,UPI,TXN628040
18-Apr-24,14:49,UPI-SWIGGY0250@OKAXIS,DR,Rs. 613,51129.0,UPI,TXN678490
18/04/24,22:15,UPI-ZOMATO-LIMITED@PAYTM,DR,₹337,50792.0,UPI,TXN423595
19/04/24,08:37,POS THIRD WAVE COFFEE,Debit,403.00,50006.0,UPI,TXN853362
2024-04-19,11:43,ZOMATO BENGALURU,Debit,₹534,49472.0,UPI,TXN404969
