Date,Time,Description,Type,Amount,Balance,Mode,Ref
19-Apr-24,18:51,POS TRUFFLES,Debit,Rs. 478,48754.0,UPI,TXN174589
19/04/24,21:27,GROFERS INDIA P L,Debit,₹240,49232.0,UPI,TXN903541
2024-04-20,04:50,STAR INDIA PVT LTD,DR,₹1142,589291.0,UPI,TXN593554
20/04/24,09:21,COFFEE DAY GLOBAL,DR,₹166,46365.0,UPI,TXN263306
2024-04-20,09:30,COFFEE DAY GLOBAL,DR,₹215,48539.0,UPI,TXN528902
2024-04-20,21:08,UPI-RESTAURANT-5630@PAYTM,Debit,₹1202,47337.0,UPI,TXN815711
20/04/24,21:42,POS ZOMATO,DR,₹247,46531.0,UPI,TXN516226
20/04/24,23:03,Swiggy*Order,Debit,Rs. 559,46778.0,UPI,TXN176523
20/04/24,23:03,Swiggy*Order,Debit,Rs. 559,46778.0,UPI,TXN176523
2024-04-21,04:03,DISNEY HOTSTAR,Debit,Rs. 488,45601.0,UPI,TXN921934
2024-04-21,08:13,OLA ELECTRIC,Debit,217,43480.0,UPI,TXN833287
21 Apr 2024,09:40,UPI-RAPIDO@OKAXIS,Debit,Rs. 80,46089.0,UPI,TXN802173
21/04/24,11:36,SWIGGY-INSTAMART,DR,196,46169.0,UPI,TXN895466
21/04/24,19:32,AIRTEL POSTPAID,Debit,708,587462.0,UPI,TXN378361
21 Apr 2024,19:34,ZOMATO-DINING,DR,423,41077.0,UPI,TXN208854
21/04/24,19:52,UPI-SWIGGY0894@OKAXIS,Debit,555,44379.0,UPI,TXN526127
21/04/24,20:22,ZOMATO MEDIA P L,DR,667.00,44934.0,UPI,TXN746460
2024-04-21,20:28,ZOMATO BENGALURU,DR,Rs. 682,43697.0,UPI,TXN274169
2024-04-21,20:28,ZOMATO BENGALURU,DR,Rs. 682,43697.0,UPI,TXN274169
21 Apr 2024,23:26,FKART INTRNET,DR,"Rs. 1,980",41500.0,UPI,TXN491246
22/04/24,06:42,FKART INTRNET,Debit,₹1383,38953.0,UPI,TXN928909
22/04/24,10:30,POS INSTAMART,Debit,Rs. 307,40336.0,UPI,TXN334814
22/04/24,20:52,POS BLINKIT,Debit,814.00,38139.0,UPI,TXN968797
22/04/24,22:06,BHIM SWIGGY,Debit,434.00,40643.0,UPI,TXN678381
23-Apr-24,10:40,INNOVATIVE RETAIL,DR,₹1249,36890.0,UPI,TXN224122
23/04/24,16:15,POS ZEPTO BANGALORE,DR,537,35672.0,UPI,TXN228643
23-Apr-24,17:18,UPI-ANKIT-9877@OKAXIS,Debit,338.00,-737802.0,UPI,TXN461287
23/04/24,19:34,SWIGGY-INSTAMART,Debit,220.00,36209.0,UPI,TXN332527
2024-04-23,19:53,UBER SYSTEMS INDIA,DR,461.00,36429.0,UPI,TXN722107
24-Apr-24,19:24,UPI-SWIGGY6412@OKAXIS,DR,635.00,34808.0,UPI,TXN996332
2024-04-24,21:05,KIRANAKART TECH,DR,Rs. 229,35443.0,UPI,TXN756075
24/04/24,21:07,Swiggy*Order,DR,Rs. 640,33741.0,UPI,TXN196437
2024-04-24,23:22,UPI-SWIGGY-1791@HDFCBANK,DR,Rs. 427,34381.0,UPI,TXN897925
2024-04-25,03:12,AMAZON PRIME VIDEO,DR,₹1121,588170.0,UPI,TXN172792
25-Apr-24,08:20,UPI-CCD@HDFCBANK,DR,Rs. 326,31815.0,UPI,TXN731035
25 Apr 2024,09:47,ANI Technologies,Debit,₹373,33368.0,UPI,TXN931681
25-Apr-24,10:50,POS CAFE COFFEE DAY,Debit,202.00,33166.0,UPI,TXN550167
25/04/24,12:25,UPI-DMART@OKAXIS,DR,Rs. 502,32141.0,UPI,TXN252085
25-Apr-24,12:35,ZOMATO MEDIA P L,Debit,Rs. 342,31473.0,UPI,TXN952905
25/04/24,14:57,UPI-ZOMATO-LIMITED@PAYTM,Debit,523,32643.0,UPI,TXN776434
26/04/24,08:05,TUMMOC-BMTC,DR,22.00,29770.0,UPI,TXN216185
26/04/24,11:41,POS HP PETROL STATION,DR,Rs. 748,29792.0,UPI,TXN820999
2024-04-26,13:16,SWIGGY-INSTAMART,DR,₹348,29422.0,UPI,TXN712505
2024-04-26,20:00,UBER SYSTEMS INDIA,DR,₹376,30874.0,UPI,TXN592718
26/04/24,20:31,POS ZOMATO,Debit,₹223,31250.0,UPI,TXN118702
26-Apr-24,20:46,BUNDL Tech P L,Debit,Rs. 334,30540.0,UPI,TXN830288
27-Apr-24,01:13,SWIGGY-INSTAMART,Debit,Rs. 419,24044.0,UPI,TXN576076
27/04/24,08:07,UPI-NYKAA@AXIS,Debit,₹2654,20098.0,UPI,TXN202564
2024-04-27,09:28,UPI-GROWWPAY@HDFCBANK,Debit,"4,737.00",24685.0,UPI,TXN336800
27-Apr-24,13:14,BUNDL TECH-INSTAMART,Debit,₹454,19050.0,UPI,TXN627685
2024-04-27,15:59,Swiggy*Order,Debit,₹396,19702.0,UPI,TXN152294
27/04/24,16:55,AMAZON IN,Debit,₹1086,22752.0,UPI,TXN794037
27-Apr-24,20:06,UBER INDIA,DR,₹206,23838.0,UPI,TXN391334
27-Apr-24,20:45,UPI-SWIGGY5867@OKAXIS,DR,₹222,24463.0,UPI,TXN618631
27/04/24,22:14,UPI-UBER-8525@HDFCBANK,Debit,198.00,19504.0,UPI,TXN850595
2024-04-28,00:16,AMAZON IN,DR,₹880,17678.0,UPI,TXN214699
28 Apr 2024,01:43,Swiggy*Order,Debit,Rs. 328,17350.0,UPI,TXN614496
2024-04-28,07:26,UBER INDIA,Debit,252.00,16629.0,UPI,TXN303258
2024-04-28,09:00,TWC INDIA,DR,₹327,14796.0,UPI,TXN938635
28/04/24,09:06,INNOVATIVE RETAIL,DR,"1,010.00",15619.0,UPI,TXN447283
28-Apr-24,13:17,INSTAMART BANGALORE,Debit,496.00,15123.0,UPI,TXN931023
28/04/24,14:13,BHIM ZEPTO,DR,₹439,14357.0,UPI,TXN397025
28/04/24,19:54,UBER INDIA,Debit,₹492,18558.0,UPI,TXN597654
28/04/24,23:16,TATA STARBUCKS,Debit,469.00,16881.0,UPI,TXN863589
29 Apr 2024,03:28,AMAZON SELLER SVCS,Debit,"Rs. 2,816",9939.0,UPI,TXN686058
2024-04-29,08:49,POS THIRD WAVE COFFEE,Debit,Rs. 251,12755.0,UPI,TXN974357
29/04/24,12:14,TATA STARBUCKS,DR,₹299,8360.0,UPI,TXN733120
29/04/24,19:24,ZOMATO-DINING,Debit,Rs. 416,13006.0,UPI,TXN438144
29-Apr-24,19:52,POS SWIGGY-RESTAURANT,DR,Rs. 328,8659.0,UPI,TXN689351
29-Apr-24,20:05,POS SWIGGY BANGALORE,DR,566,9373.0,UPI,TXN407592
29/04/24,21:08,UPI-SWIGGY-4758@HDFCBANK,DR,386,8987.0,UPI,TXN781448
29/04/24,23:35,UPI-FLIPKART@HDFCBANK,DR,₹935,13422.0,UPI,TXN471858
2024-04-30,03:58,UBER INDIA,Debit,321,3423.0,UPI,TXN321018
2024-04-30,05:06,UPI-MYNTRA@HDFCBANK,Debit,₹2440,5920.0,UPI,TXN346339
30/04/24,06:26,UPI-RAPIDO@OKAXIS,Debit,143.00,3744.0,UPI,TXN789115
30/04/24,08:59,POS SWIGGY-RESTAURANT,DR,527,1566.0,UPI,TXN863534
30/04/24,09:44,Uber*Trip,DR,305.00,2093.0,UPI,TXN342959
30-Apr-24,14:19,Amazon Pay India,DR,"14,886.00",-524422.0,UPI,TXN486265
30-Apr-24,15:59,UPI-THIRDWAVE@OKAXIS,DR,300,2398.0,UPI,TXN913063
2024-04-30,18:44,ZOMATO BENGALURU,Debit,₹479,3887.0,UPI,TXN504562
30/04/24,18:52,POS EMPIRE RESTAURANT,DR,1554,4366.0,UPI,TXN789402
30-Apr-24,19:24,UPI-BLINKIT-1165@PAYTM,Debit,725.00,2698.0,UPI,TXN391860
2024-05-01,09:37,NEFT-TECHCRUSH LABS-SALARY MAY24,CR,85393,671166.0,NEFT,TXN820221
01/05/24,10:14,POS OLA-PRIME,Debit,268.00,-5092.0,UPI,TXN994640
01-May-24,11:04,POS STARBUCKS BANGALORE,Debit,251,1315.0,UPI,TXN282522
2024-05-01,13:43,POS EMPIRE RESTAURANT,Debit,"Rs. 1,794",-3649.0,UPI,TXN685836
01/05/24,13:48,ZOMATO BENGALURU,DR,₹230,-7457.0,UPI,TXN691246
01-May-24,14:19,UPI-MYNTRA@HDFCBANK,Debit,₹2135,-7227.0,UPI,TXN541875
01 May 2024,16:48,BHARTI AIRTEL LTD,DR,Rs. 335,-7792.0,UPI,TXN235753
2024-05-01,18:05,UPI-MYNTRA@HDFCBANK,DR,"Rs. 2,884",-1855.0,UPI,TXN673131
01/05/24,19:24,BHIM ZEPTO,DR,₹286,1029.0,UPI,TXN953370
01/05/24,20:28,POS EMPIRE RESTAURANT,Debit,"Rs. 1,175",-4824.0,UPI,TXN153979
02 May 2024,03:32,UPI-SWIGGY4389@OKAXIS,DR,₹295,-8087.0,UPI,TXN919800
02-May-24,07:07,POS OLA-PRIME,DR,₹435,-9598.0,UPI,TXN883785
02/05/24,18:34,UPI-STARBUCKS@AXIS,Debit,₹243,-9841.0,UPI,TXN466652
02-May-24,18:55,POS EMPIRE RESTAURANT,Debit,"Rs. 1,076",-9163.0,UPI,TXN547567
2024-05-02,21:18,OLA ELECTRIC,DR,186.00,-10027.0,UPI,TXN474297
02/05/24,21:42,ATM-WDL-SBI-0237,DR,"Rs. 1,000",-704388.0,ATM,TXN824679
03 May 2024,08:01,POS NYKAA BANGALORE,Debit,"1,777.00",-14749.0,UPI,TXN871137
2024-05-03,11:05,UPI-DMART@OKAXIS,DR,1213,-12291.0,UPI,TXN248857
2024-05-03,12:28,POS SWIGGY-RESTAURANT,Debit,512,-12803.0,UPI,TXN162621
03/05/24,13:39,POS BLINKIT,DR,480.00,-16228.0,UPI,TXN436581
03/05/24,16:19,POS MEGHANA FOODS,DR,1051,-11078.0,UPI,TXN839772
2024-05-03,18:31,KIRANAKART TECH,Debit,169.00,-12972.0,UPI,TXN132826
03-May-24,18:35,POS STARBUCKS BANGALORE,Debit,418.00,-15167.0,UPI,TXN644119
2024-05-03,20:28,POS BANGALORE RESTAURANT,DR,"1,247.00",-17475.0,UPI,TXN183410
03 May 2024,22:29,ZOMATO BENGALURU,DR,581.00,-15748.0,UPI,TXN410194
04/05/24,00:54,POS INDIAN OIL BANGALORE,DR,"Rs. 1,223",-19222.0,UPI,TXN489398
04/05/24,08:41,UBER INDIA,DR,159.00,-17999.0,UPI,TXN371638
04-May-24,10:04,UBER INDIA,DR,₹365,-17840.0,UPI,TXN747966
04 May 2024,19:04,POS TRUFFLES,Debit,1614,-20836.0,UPI,TXN492917
04-May-24,23:39,AMAZON IN,DR,505,-21341.0,UPI,TXN635608
05/05/24,10:04,SWIGGY-INSTAMART,Debit,247,-23369.0,UPI,TXN452993
05/05/24,11:29,ZOMATO BENGALURU,DR,₹207,-23122.0,UPI,TXN552376
05 May 2024,12:32,POS BLINKIT,DR,₹278,-22814.0,UPI,TXN527417
2024-05-05,13:23,IMPS-RENT-LANDLORD-49966195,Debit,"18,000.00",653166.0,IMPS,TXN681343
05 May 2024,17:45,UPI-STARBUCKS@AXIS,DR,396,-21737.0,UPI,TXN335490
05-May-24,17:46,UPI-OLACABS@HDFCBANK,Debit,Rs. 143,-23512.0,UPI,TXN894464
05-May-24,18:38,RAPIDO BIKE TAXI,DR,101.00,-22915.0,UPI,TXN910176
05-May-24,21:18,POS ZEPTO BANGALORE,DR,Rs. 399,-22536.0,UPI,TXN529838
05-May-24,23:40,ANI Technologies,Debit,Rs. 400,-22137.0,UPI,TXN432335
06/05/24,09:49,BHIM-BMTC,Debit,Rs. 16,-24009.0,UPI,TXN894086
06/05/24,10:52,ZOMATO MEDIA P L,Debit,₹683,-24692.0,UPI,TXN224309
2024-05-06,11:49,BHIM SWIGGY,Debit,Rs. 481,-23993.0,UPI,TXN633376
2024-05-06,15:10,OLA ELECTRIC,DR,134,-25149.0,UPI,TXN487491
06-May-24,15:14,POS ZEPTO BANGALORE,DR,₹323,-25015.0,UPI,TXN316890
2024-05-06,22:36,ZOMATO MEDIA P L,DR,Rs. 418,-25567.0,UPI,TXN375834
2024-05-07,10:06,IMPS ZERODHA-COIN,Debit,15000,638166.0,UPI,TXN418635
2024-05-07,12:42,UPI-SWIGGY8720@OKAXIS,DR,₹239,-25806.0,UPI,TXN761257
07/05/24,15:14,Swiggy*Order,Debit,524.00,-26711.0,UPI,TXN193020
07 May 2024,16:04,UPI-STARBUCKS@AXIS,DR,381.00,-26187.0,UPI,TXN357859
07/05/24,18:32,UPI-PRIYA-0104@OKAXIS,DR,₹864,-752875.0,UPI,TXN644656
2024-05-07,20:47,UPI-DMART@OKAXIS,DR,₹1257,-27968.0,UPI,TXN498763
2024-05-08,07:14,POS NYKAA BANGALORE,DR,Rs. 860,-29364.0,UPI,TXN219051
2024-05-08,10:43,ANI Technologies,Debit,₹282,-30341.0,UPI,TXN767173
08 May 2024,13:08,GROFERS INDIA P L,DR,695.00,-30059.0,UPI,TXN163756
08/05/24,13:26,POS MEGHANA FOODS,Debit,Rs. 753,-31094.0,UPI,TXN857311
08-May-24,14:33,ZOMATO BENGALURU,Debit,Rs. 536,-28504.0,UPI,TXN474475
08 May 2024,15:45,UPI-RESTAURANT-8932@PAYTM,DR,₹769,-32403.0,UPI,TXN121001
2024-05-08,15:49,UPI-SWIGGY9756@OKAXIS,DR,₹540,-31634.0,UPI,TXN264618
2024-05-09,00:44,BUNDL TECH-INSTAMART,Debit,394,-39179.0,UPI,TXN868678
09-May-24,02:19,FLIPKART INDIA,Debit,₹1661,-38355.0,UPI,TXN522780
2024-05-09,07:47,ANI Technologies,DR,Rs. 421,-35719.0,UPI,TXN204521
09/05/24,12:50,UPI-MYNTRA@HDFCBANK,DR,"2,486.00",-34889.0,UPI,TXN952487
09/05/24,14:46,UBER INDIA,DR,430.00,-38785.0,UPI,TXN727814
09/05/24,15:08,TWC INDIA,Debit,409.00,-35298.0,UPI,TXN668011
09 May 2024,19:30,POS ZOMATO,Debit,Rs. 392,-36111.0,UPI,TXN356496
2024-05-09,23:46,POS INSTAMART,DR,₹583,-36694.0,UPI,TXN487786
2024-05-10,07:18,OLA CABS,Debit,387,-40231.0,UPI,TXN883039
2024-05-10,15:08,POS UBER BANGALORE,Debit,420.00,-39844.0,UPI,TXN489684
10/05/24,20:08,TUMMOC-BMTC,Debit,20,-40251.0,UPI,TXN426988
10/05/24,20:24,UPI-SWIGGY-1714@HDFCBANK,DR,Rs. 245,-39424.0,UPI,TXN279015
11-May-24,01:32,VODAFONE IDEA LTD,DR,Rs. 712,-42205.0,UPI,TXN504257
2024-05-11,08:29,UPI-ZOMATO-LIMITED@PAYTM,DR,₹369,-40620.0,UPI,TXN301998
2024-05-11,10:34,ATM-WDL-SBI-0279,DR,"2,000.00",-759875.0,ATM,TXN671052
11 May 2024,11:36,ZOMATO BENGALURU,Debit,252.00,-41458.0,UPI,TXN745804
11-May-24,11:53,BMTC BUS PASS,Debit,43,-42248.0,UPI,TXN687712
2024-05-11,14:10,UPI-RAPIDO@OKAXIS,DR,₹35,-41493.0,UPI,TXN181566
11-May-24,16:16,AMAZON SELLER SVCS,Debit,"Rs. 1,235",-43483.0,UPI,TXN544677
2024-05-11,18:58,ZOMATO BENGALURU,Debit,₹680,-44163.0,UPI,TXN714663
11/05/24,20:55,BHIM ZEPTO,DR,₹586,-41206.0,UPI,TXN866150
11 May 2024,20:58,BESCOM ELEC BILL,DR,₹1922,634587.0,UPI,TXN915451
12-May-24,04:13,NETFLIX ENTERTAINMENT,Debit,419,637747.0,UPI,TXN871711
12 May 2024,04:39,POS INDIAN OIL BANGALORE,DR,"2,010.00",-47380.0,UPI,TXN484047
12 May 2024,15:16,UPI-SWIGGY-6024@HDFCBANK,DR,437.00,-44600.0,UPI,TXN387492
2024-05-12,18:11,ZOMATO MEDIA P L,DR,525.00,-50110.0,UPI,TXN830115
2024-05-12,20:55,POS SWIGGY BANGALORE,DR,615,-45370.0,UPI,TXN390956
2024-05-12,20:55,POS SWIGGY BANGALORE,DR,615,-45370.0,UPI,TXN390956
12/05/24,22:25,UPI-MYNTRA@HDFCBANK,DR,₹2205,-49585.0,UPI,TXN738088
12/05/24,22:52,POS UBER BANGALORE,DR,₹155,-44755.0,UPI,TXN847960
13-May-24,02:58,UPI-BIGBASKET@HDFCBANK,DR,₹635,-50745.0,UPI,TXN492722
13-May-24,09:20,ZOMATO BENGALURU,Debit,₹411,-53927.0,UPI,TXN613682
13/05/24,12:49,BHIM-BLINKIT,Debit,857.00,-54784.0,UPI,TXN836296
13 May 2024,16:26,UPI-MYNTRA@HDFCBANK,Debit,"Rs. 11,565",-677020.0,UPI,TXN929142
2024-05-13,21:15,AMAZONIN MARKETPLACE,DR,"Rs. 2,771",-53516.0,UPI,TXN401021
14-May-24,00:07,AMAZONIN MARKETPLACE,Debit,4485,-59515.0,UPI,TXN438031
14/05/24,09:59,ROPPEN TRANSPORTATION,DR,₹94,-60099.0,UPI,TXN415183
14-May-24,11:39,POS STARBUCKS BANGALORE,Debit,453.00,-60005.0,UPI,TXN605998
2024-05-14,17:55,UPI-RAPIDO@OKAXIS,Debit,Rs. 37,-59552.0,UPI,TXN295203
2024-05-14,18:18,UBER SYSTEMS INDIA,DR,₹246,-55030.0,UPI,TXN328856
2024-05-14,23:33,AMZN PRIME,DR,585.00,-60684.0,UPI,TXN940422
15-May-24,03:42,SPOTIFY INDIA,DR,₹119,637628.0,UPI,TXN308802
15 May 2024,05:58,Amazon Pay India,Debit,"1,034.00",-62085.0,UPI,TXN545217
2024-05-15,12:04,OLA CABS,Debit,₹450,-62905.0,UPI,TXN258070
2024-05-15,13:52,UPI-ZEPTO-2913@HDFCBANK,DR,₹642,-63547.0,UPI,TXN819391
2024-05-15,13:52,UPI-ZEPTO-2913@HDFCBANK,DR,₹642,-63547.0,UPI,TXN819391
15/05/24,14:13,UPI-FLIPKART@HDFCBANK,Debit,14416,-495231.0,UPI,TXN508819
15/05/24,14:13,UPI-FLIPKART@HDFCBANK,Debit,14416,-495231.0,UPI,TXN508819
2024-05-15,14:42,INSTAMART BANGALORE,DR,331.00,-61015.0,UPI,TXN261625
2024-05-15,16:22,OLA ELECTRIC,Debit,370,-62455.0,UPI,TXN740225
15 May 2024,20:23,RAPIDO BIKE TAXI,DR,36.00,-61051.0,UPI,TXN971730
2024-05-16,01:17,COFFEE DAY GLOBAL,DR,₹195,-65555.0,UPI,TXN874562
16-May-24,09:34,INSTAMART BANGALORE,Debit,₹276,-65831.0,UPI,TXN965674
16-May-24,10:16,POS CAFE COFFEE DAY,Debit,339,-64032.0,UPI,TXN482585
16/05/24,11:27,SWIGGY-INSTAMART,Debit,452,-64484.0,UPI,TXN862974
16-May-24,12:51,UBER INDIA,Debit,146.00,-63693.0,UPI,TXN542978
16/05/24,16:29,POS BANGALORE RESTAURANT,Debit,Rs. 876,-65360.0,UPI,TXN410529
16 May 2024,18:19,GROFERS INDIA P L,DR,Rs. 632,-67298.0,UPI,TXN222080
2024-05-16,22:52,AIRTEL POSTPAID,DR,835,-66666.0,UPI,TXN182590
17-May-24,08:10,OLA ELECTRIC,Debit,325.00,-70653.0,UPI,TXN796500
17-May-24,09:29,UBER SYSTEMS INDIA,Debit,446.00,-68603.0,UPI,TXN583020
17-May-24,13:19,TATA STARBUCKS,Debit,Rs. 369,-69768.0,UPI,TXN902097
2024-05-17,17:17,POS STARBUCKS BANGALORE,DR,₹476,-68157.0,UPI,TXN534451
17/05/24,17:21,ANI Technologies,Debit,397,-69000.0,UPI,TXN623212
17-May-24,20:43,POS ZOMATO,Debit,Rs. 399,-69399.0,UPI,TXN317633
17/05/24,23:35,POS SWIGGY-RESTAURANT,DR,₹560,-70328.0,UPI,TXN216006
17/05/24,23:39,OLA ELECTRIC,Debit,383,-67681.0,UPI,TXN388134
18/05/24,00:38,AVENUE SUPERMARTS,DR,1974,-88493.0,UPI,TXN309490
18-May-24,11:57,ZEPTO MARKETPLACE,DR,181,-88674.0,UPI,TXN624513
18/05/24,12:14,MYNTRA DESIGNS,Debit,11391,-649086.0,UPI,TXN265337
2024-05-18,16:16,BHIM SWIGGY,Debit,632.00,-89615.0,UPI,TXN407194
2024-05-18,16:21,ZEPTO MARKETPLACE,Debit,625.00,-86278.0,UPI,TXN748938
18/05/24,18:20,UPI-ZERODHA-COIN@AXIS,Debit,15000,-85653.0,UPI,TXN519487
18-May-24,19:32,UPI-ZOMATO5406@OKICICI,DR,Rs. 241,-86519.0,UPI,TXN195385
18 May 2024,19:53,UBER INDIA,Debit,309,-88983.0,UPI,TXN504032
18/05/24,20:07,POS DINEOUT,Debit,₹1778,-91774.0,UPI,TXN773223
18/05/24,20:46,UPI-RESTAURANT-3964@PAYTM,DR,381,-89996.0,UPI,TXN894758
19 May 2024,07:21,UPI-SWIGGY-INSTAMART@OKAXIS,DR,₹699,-95739.0,UPI,TXN694230
19-May-24,17:41,COFFEE DAY GLOBAL,DR,Rs. 200,-95040.0,UPI,TXN134435
19-May-24,17:48,AMZN-INTPYMT,Debit,"2,254.00",-94028.0,UPI,TXN898304
2024-05-19,18:01,UPI-SWIGGY5737@OKAXIS,Debit,Rs. 293,-94321.0,UPI,TXN409203
2024-05-19,19:33,BMTC BUS PASS,Debit,Rs. 35,-94611.0,UPI,TXN608817
19/05/24,20:08,BUNDL Tech P L,Debit,₹255,-94576.0,UPI,TXN481851
19/05/24,20:30,POS UBER BANGALORE,Debit,₹229,-94840.0,UPI,TXN738206
20-May-24,03:01,UPI-HOTSTAR@AXIS,DR,Rs. 393,637235.0,UPI,TXN519066
20-May-24,10:30,UBER SYSTEMS INDIA,Debit,Rs. 403,-97608.0,UPI,TXN756326
2024-05-20,10:40,INNOVATIVE RETAIL,Debit,"Rs. 1,856",-103708.0,UPI,TXN656164
20-May-24,20:04,POS SWIGGY-RESTAURANT,DR,₹280,-96859.0,UPI,TXN110068
20-May-24,20:07,OLA CABS,Debit,346.00,-97205.0,UPI,TXN616533
20-May-24,20:11,ZOMATO MEDIA P L,Debit,₹553,-96292.0,UPI,TXN299244
2024-05-20,20:57,POS STARBUCKS BANGALORE,Debit,Rs. 287,-96579.0,UPI,TXN919370
20-May-24,23:11,UPI-AMAZONPAY@HDFCBANK,DR,"4,244.00",-101852.0,UPI,TXN199161
21-May-24,01:45,UPI-CCD@HDFCBANK,Debit,Rs. 201,-105665.0,UPI,TXN687173
21-May-24,11:58,COFFEE DAY GLOBAL,DR,₹330,-106472.0,UPI,TXN487395
2024-05-21,13:19,POS MEGHANA FOODS,Debit,1171,-105464.0,UPI,TXN579083
21-May-24,18:38,ATM-WDL-HDFC-8253,Debit,"5,000.00",-713936.0,ATM,TXN254069
21 May 2024,18:39,TATA STARBUCKS,Debit,477.00,-106142.0,UPI,TXN148234
21/05/24,19:49,UBER SYSTEMS INDIA,Debit,Rs. 511,-104293.0,UPI,TXN471126
2024-05-21,21:13,RAPIDO BIKE TAXI,DR,Rs. 74,-103782.0,UPI,TXN596789
22-May-24,15:56,POS ZEPTO BANGALORE,Debit,225.00,-106697.0,UPI,TXN559550
2024-05-22,18:29,POS EMPIRE RESTAURANT,Debit,1549,-124772.0,UPI,TXN874831
22 May 2024,18:48,POS ZOMATO,DR,538.00,-107235.0,UPI,TXN874958
22/05/24,19:27,POS SWIGGY-RESTAURANT,Debit,Rs. 382,-108223.0,UPI,TXN133642
2024-05-22,20:20,ZERODHA SECURITIES,DR,"15,000.00",-123223.0,UPI,TXN987409
22/05/24,21:57,ZEPTO MARKETPLACE,Debit,606.00,-107841.0,UPI,TXN124262
23-May-24,01:14,POS TRUFFLES,Debit,₹960,-126279.0,UPI,TXN961431
2024-05-23,09:36,GROFERS INDIA P L,DR,₹547,-125319.0,UPI,TXN753986
23-May-24,11:56,OLA CABS,DR,Rs. 415,-126694.0,UPI,TXN172631
23-May-24,12:14,ZEPTO MARKETPLACE,DR,₹363,-127057.0,UPI,TXN560996
23-May-24,22:01,Swiggy*Order,Debit,₹407,-127464.0,UPI,TXN283602
2024-05-24,08:26,POS STARBUCKS BANGALORE,DR,₹243,-129918.0,UPI,TXN540279
24/05/24,10:09,UBER INDIA,DR,267,-129049.0,UPI,TXN875788
2024-05-24,11:26,POS UBER BANGALORE,DR,220,-129269.0,UPI,TXN924764
2024-05-24,11:32,POS FLIPKART BANGALORE,DR,758,-128449.0,UPI,TXN977170
24-May-24,11:51,VI POSTPAID,Debit,536.00,636509.0,UPI,TXN629298
24/05/24,15:10,UPI-OLACABS@HDFCBANK,Debit,227,-127691.0,UPI,TXN938641
2024-05-24,18:19,ZOMATO MEDIA P L,DR,406,-129675.0,UPI,TXN135885
24/05/24,22:41,Swiggy*Order,Debit,333,-128782.0,UPI,TXN865071
25/05/24,03:09,UPI-AMAZON-PRIME@HDFCBANK,Debit,₹190,637045.0,UPI,TXN989545
2024-05-25,07:06,ZOMATO-DINING,Debit,567,-131585.0,UPI,TXN800822
25-May-24,11:11,POS SWIGGY BANGALORE,DR,Rs. 187,-132028.0,UPI,TXN460607
2024-05-25,11:39,UPI-UBER-4781@HDFCBANK,DR,482,-131018.0,UPI,TXN249522
25-May-24,15:56,OLA CABS,DR,256.00,-131841.0,UPI,TXN762574
25 May 2024,17:26,POS SWIGGY-RESTAURANT,Debit,₹618,-130536.0,UPI,TXN438560
25 May 2024,17:26,POS SWIGGY-RESTAURANT,Debit,₹618,-130536.0,UPI,TXN438560
2024-05-25,18:06,POS SWIGGY-RESTAURANT,Debit,Rs. 296,-133280.0,UPI,TXN186997
25/05/24,18:51,UPI-RESTAURANT-5691@PAYTM,DR,₹1391,-138299.0,UPI,TXN765124
25/05/24,21:16,GROFERS INDIA P L,Debit,Rs. 549,-132984.0,UPI,TXN773492
25-May-24,21:36,ZOMATO-DINING,Debit,Rs. 407,-132435.0,UPI,TXN453737
25-May-24,21:36,ZOMATO-DINING,Debit,Rs. 407,-132435.0,UPI,TXN453737
