Date,Time,Description,Type,Amount,Balance,Mode,Ref
2024-05-25,23:11,NEXTBILLION-GROWW,Debit,"3,628.00",-136908.0,UPI,TXN690225
26/05/24,03:51,POS FLIPKART BANGALORE,Debit,1293,-140782.0,UPI,TXN389635
26-May-24,08:27,POS OLA-PRIME,Debit,460,-144014.0,UPI,TXN799984
26/05/24,11:08,UPI-HOTSTAR@AXIS,DR,Rs. 913,-139489.0,UPI,TXN250776
26 May 2024,14:42,UBER SYSTEMS INDIA,Debit,364,-141704.0,UPI,TXN142961
2024-05-26,16:46,POS SWIGGY BANGALORE,DR,Rs. 558,-141340.0,UPI,TXN909142
26/05/24,19:17,BHIM ZEPTO,DR,407,-143554.0,UPI,TXN354535
2024-05-26,20:38,UPI-SWIGGY2847@OKAXIS,Debit,622.00,-143147.0,UPI,TXN907346
26-May-24,21:07,BUNDL TECH-INSTAMART,Debit,₹821,-142525.0,UPI,TXN208055
26/05/24,22:45,UPI-ZOMATO9682@OKICICI,Debit,277,-138576.0,UPI,TXN541727
27/05/24,05:28,POS INDIAN OIL BANGALORE,DR,"2,105.00",-147489.0,UPI,TXN673862
2024-05-27,14:46,UPI-FLIPKART@HDFCBANK,DR,17831,-437591.0,UPI,TXN685380
27 May 2024,16:39,POS SWIGGY BANGALORE,Debit,434,-148241.0,UPI,TXN891434
27 May 2024,17:50,UPI-OLACABS@HDFCBANK,Debit,449.00,-144463.0,UPI,TXN141801
2024-05-27,19:21,POS ZOMATO,Debit,250.00,-145384.0,UPI,TXN469495
2024-05-27,19:48,UBER INDIA,DR,Rs. 318,-147807.0,UPI,TXN857009
27-May-24,20:54,BHIM-BLINKIT,Debit,₹671,-145134.0,UPI,TXN694469
2024-05-28,01:12,POS ZOMATO,DR,497.00,-148738.0,UPI,TXN308267
28-May-24,10:35,Flipkart Internet,Debit,"2,557.00",-153771.0,UPI,TXN481649
28/05/24,12:44,Swiggy*Order,Debit,₹292,-151214.0,UPI,TXN741959
28 May 2024,20:58,SWIGGY-INSTAMART,DR,₹628,-149366.0,UPI,TXN872048
2024-05-28,21:18,POS MEGHANA FOODS,DR,"1,556.00",-150922.0,UPI,TXN387087
29-May-24,03:34,POS DMART BANGALORE,DR,₹2783,-161382.0,UPI,TXN166719
29/05/24,06:25,GROFERS INDIA P L,DR,Rs. 787,-163366.0,UPI,TXN841618
29/05/24,12:17,POS BANGALORE RESTAURANT,DR,"Rs. 1,476",-157870.0,UPI,TXN781865
29/05/24,13:48,ANI Technologies,Debit,188.00,-158599.0,UPI,TXN632629
29 May 2024,14:55,POS SWIGGY BANGALORE,Debit,541.00,-158411.0,UPI,TXN848276
29-May-24,15:57,ZOMATO BENGALURU,DR,673.00,-154444.0,UPI,TXN201314
29-May-24,17:46,NYKAA E-RETAIL,DR,"Rs. 1,197",-162579.0,UPI,TXN225304
29-May-24,18:32,UPI-IOC5182@HDFCBANK,Debit,"1,950.00",-156394.0,UPI,TXN680987
29 May 2024,20:10,UPI-ANKIT-5946@OKAXIS,Debit,"2,548.00",-708936.0,UPI,TXN970613
2024-05-30,08:16,ZOMATO BENGALURU,DR,₹405,-163771.0,UPI,TXN735604
2024-05-30,18:43,BHIM SWIGGY,Debit,371,-164142.0,UPI,TXN695673
30 May 2024,19:37,POS SWIGGY BANGALORE,Debit,445,-164845.0,UPI,TXN674599
30/05/24,20:07,POS MEGHANA FOODS,Debit,"Rs. 1,669",-166514.0,UPI,TXN475727
30-May-24,20:11,OLA ELECTRIC,DR,216.00,-164358.0,UPI,TXN562104
30 May 2024,20:11,BHIM-BMTC,DR,Rs. 42,-164400.0,UPI,TXN405587
31-May-24,11:53,POS INDIAN OIL BANGALORE,Debit,"1,850.00",-168364.0,UPI,TXN396287
31-May-24,14:12,KIRANAKART TECH,Debit,449.00,-168813.0,UPI,TXN420756
31-May-24,18:18,UPI-FLIPKART@HDFCBANK,DR,"3,457.00",-172270.0,UPI,TXN660245
2024-05-31,22:24,UPI-SWIGGY9088@OKAXIS,DR,276.00,-172546.0,UPI,TXN146893
2024-06-01,06:07,OLA CABS,DR,₹322,-176012.0,UPI,TXN339751
01/06/24,06:57,Amazon Pay India,Debit,"1,802.00",-175300.0,UPI,TXN173950
01/06/24,07:57,UPI-UBER-1392@HDFCBANK,Debit,₹390,-175690.0,UPI,TXN997065
01 Jun 2024,09:18,UPI-SWIGGY-INSTAMART@OKAXIS,DR,₹697,-177574.0,UPI,TXN357714
01/06/24,09:31,NEFT-TECHCRUSH LABS-SALARY MAY24,CR,₹85492,720079.0,NEFT,TXN399607
2024-06-01,09:59,Uber*Trip,Debit,₹356,-173498.0,UPI,TXN963559
01/06/24,12:57,UPI-SWIGGY9983@OKAXIS,Debit,₹303,-173142.0,UPI,TXN358131
01-Jun-24,15:05,BHIM SWIGGY,DR,Rs. 570,-176582.0,UPI,TXN298148
2024-06-01,17:02,UPI-CCD@HDFCBANK,Debit,295,-176877.0,UPI,TXN159169
01/06/24,22:57,UPI-SWIGGY0226@OKAXIS,DR,Rs. 293,-172839.0,UPI,TXN822877
02-Jun-24,08:14,SWIGGY-INSTAMART,DR,₹183,-178232.0,UPI,TXN672084
02-Jun-24,09:35,UPI-ZEPTO-1050@HDFCBANK,DR,Rs. 475,-178049.0,UPI,TXN140296
02/06/24,10:26,AVENUE SUPERMARTS,Debit,"Rs. 2,266",-185184.0,UPI,TXN357957
2024-06-02,11:12,ZOMATO MEDIA P L,Debit,Rs. 685,-185869.0,UPI,TXN511911
02/06/24,11:19,UPI-STARBUCKS@AXIS,Debit,293.00,-182918.0,UPI,TXN318209
02-Jun-24,19:44,UPI-ANKIT-1837@OKAXIS,DR,₹1295,-768881.0,UPI,TXN573813
02-Jun-24,19:58,SWIGGY-INSTAMART,Debit,Rs. 423,-178655.0,UPI,TXN767625
02 Jun 2024,22:09,AMAZON SELLER SVCS,Debit,3970,-182625.0,UPI,TXN485957
03-Jun-24,11:36,POS SWIGGY BANGALORE,Debit,521,-187033.0,UPI,TXN258002
2024-06-03,14:21,IMPS-RENT-LANDLORD-35126704,Debit,₹18000,702079.0,IMPS,TXN540552
03-Jun-24,15:55,BUNDL TECH-INSTAMART,DR,313.00,-187346.0,UPI,TXN189915
03 Jun 2024,16:09,UPI-FLIPKART@HDFCBANK,Debit,"16,369.00",-665455.0,UPI,TXN998920
03 Jun 2024,19:19,SWIGGY-INSTAMART,Debit,Rs. 643,-186512.0,UPI,TXN564498
03 Jun 2024,22:55,UPI-SWIGGY8392@OKAXIS,DR,Rs. 207,-187553.0,UPI,TXN169230
04-Jun-24,00:31,AMZN-INTPYMT,Debit,3066,-191682.0,UPI,TXN216362
04 Jun 2024,04:56,POS SWIGGY-RESTAURANT,Debit,375.00,-188616.0,UPI,TXN290666
04/06/24,08:16,BMS MOVIE TICKETS,DR,₹446,-192579.0,UPI,TXN421531
04 Jun 2024,14:53,RELIANCE JIO,DR,₹427,-187980.0,UPI,TXN535353
04/06/24,18:42,BMS MOVIE TICKETS,Debit,451,-192133.0,UPI,TXN538030
04-Jun-24,21:26,POS SWIGGY-RESTAURANT,DR,₹261,-188241.0,UPI,TXN566515
05-Jun-24,08:17,BMS MOVIE TICKETS,DR,₹1017,-193596.0,UPI,TXN499162
05-Jun-24,10:58,UPI-STARBUCKS@AXIS,Debit,₹256,-194895.0,UPI,TXN227903
05 Jun 2024,16:31,BMTC BUS PASS,Debit,28,-193842.0,UPI,TXN124125
2024-06-05,17:24,ZOMATO MEDIA P L,Debit,Rs. 218,-193814.0,UPI,TXN463058
05 Jun 2024,20:06,POS BANGALORE RESTAURANT,DR,₹797,-194639.0,UPI,TXN114100
05-Jun-24,20:32,Amazon Pay India,Debit,"14,874.00",-598167.0,UPI,TXN649950
06/06/24,11:09,UPI-ZOMATO5117@OKICICI,DR,Rs. 649,-196117.0,UPI,TXN338777
06/06/24,11:09,UPI-ZOMATO5117@OKICICI,DR,Rs. 649,-196117.0,UPI,TXN338777
2024-06-06,16:30,KIRANAKART TECH,DR,Rs. 352,-195468.0,UPI,TXN183422
06-Jun-24,19:37,UPI-ZOMATO4622@OKICICI,Debit,Rs. 351,-196468.0,UPI,TXN786651
06/06/24,22:59,POS SWIGGY BANGALORE,DR,221.00,-195116.0,UPI,TXN505695
07/06/24,09:10,UPI-RAPIDO@OKAXIS,Debit,51.00,-196519.0,UPI,TXN850895
07-Jun-24,10:54,POS FLIPKART BANGALORE,Debit,954.00,-203000.0,UPI,TXN248350
07/06/24,10:55,UPI-THIRDWAVE@OKAXIS,DR,361,-201728.0,UPI,TXN327534
07/06/24,15:09,UPI-SWIGGY1418@OKAXIS,Debit,Rs. 318,-202046.0,UPI,TXN858885
07/06/24,15:21,OLA CABS,Debit,311,-203621.0,UPI,TXN821715
07-Jun-24,17:30,Amazon Pay India,DR,₹3284,-200775.0,UPI,TXN470037
2024-06-07,21:20,BUNDL TECH-INSTAMART,Debit,₹592,-201367.0,UPI,TXN246205
07-Jun-24,22:51,ZOMATO-DINING,Debit,Rs. 310,-203310.0,UPI,TXN227766
07-Jun-24,23:43,AMZN-INTPYMT,DR,972.00,-197491.0,UPI,TXN434562
2024-06-08,05:37,UPI-GROWWPAY@HDFCBANK,Debit,₹4496,-209392.0,UPI,TXN886633
08/06/24,07:56,FLIPKART INDIA,DR,₹2496,-212529.0,UPI,TXN304412
08-Jun-24,08:54,KIRANAKART TECH,Debit,210.00,-210033.0,UPI,TXN435581
08/06/24,10:28,ZERODHA-MF SIP,Debit,"Rs. 15,000",687079.0,UPI,TXN890075
08-Jun-24,11:33,ATM-WDL-ICICI-9135,Debit,"Rs. 2,000",-703388.0,ATM,TXN348958
2024-06-08,13:33,POS SWIGGY-RESTAURANT,Debit,₹431,-209823.0,UPI,TXN907346
08 Jun 2024,13:58,UPI-RESTAURANT-5531@PAYTM,DR,"1,275.00",-204896.0,UPI,TXN700073
09-Jun-24,02:55,AVENUE SUPERMARTS,DR,"1,717.00",-220166.0,UPI,TXN514751
09/06/24,05:24,UPI-FLIPKART@HDFCBANK,Debit,"Rs. 2,032",-214561.0,UPI,TXN254785
09-Jun-24,05:43,UPI-ZOMATO-LIMITED@PAYTM,DR,485,-223105.0,UPI,TXN244360
09/06/24,07:09,POS SWIGGY BANGALORE,Debit,Rs. 232,-220615.0,UPI,TXN172956
09/06/24,07:09,POS SWIGGY BANGALORE,Debit,Rs. 232,-220615.0,UPI,TXN172956
09/06/24,09:10,AMZN-INTPYMT,Debit,"3,888.00",-218449.0,UPI,TXN438484
09/06/24,13:33,POS FLIPKART BANGALORE,DR,2005,-222620.0,UPI,TXN373421
2024-06-09,16:32,UPI-ANKIT-6092@OKAXIS,Debit,Rs. 246,-769127.0,UPI,TXN665465
09 Jun 2024,18:38,BANGALORE ELEC SUPPLY,DR,"2,331.00",681057.0,UPI,TXN493537
09 Jun 2024,18:38,BANGALORE ELEC SUPPLY,DR,"2,331.00",681057.0,UPI,TXN493537
09-Jun-24,19:48,ZOMATO MEDIA P L,DR,217.00,-220383.0,UPI,TXN620803
10-Jun-24,07:31,OLA ELECTRIC,DR,365,-226339.0,UPI,TXN994101
2024-06-10,12:12,UPI-VI-RECHARGE@HDFCBANK,DR,₹728,683388.0,UPI,TXN486814
2024-06-10,12:31,UPI-SWIGGY7538@OKAXIS,DR,₹183,-223843.0,UPI,TXN107706
10/06/24,16:12,ATM-WDL-ICICI-4172,Debit,5000,-737464.0,ATM,TXN562054
2024-06-10,17:18,BANGALORE ELEC SUPPLY,Debit,"Rs. 1,344",-225187.0,UPI,TXN372988
10-Jun-24,18:19,ZOMATO BENGALURU,Debit,Rs. 206,-225974.0,UPI,TXN509735
10/06/24,18:28,BUNDL TECH-INSTAMART,DR,Rs. 209,-225396.0,UPI,TXN211914
10-Jun-24,19:12,POS STARBUCKS BANGALORE,DR,₹372,-225768.0,UPI,TXN984539
10-Jun-24,20:42,UPI-ZEPTO-5207@HDFCBANK,Debit,₹555,-223660.0,UPI,TXN718312
11/06/24,01:17,BUNDL Tech P L,Debit,₹180,-226519.0,UPI,TXN543721
11/06/24,02:40,BANGALORE ELEC SUPPLY,DR,₹2324,-229276.0,UPI,TXN707940
2024-06-11,10:17,POS STARBUCKS BANGALORE,Debit,433,-226952.0,UPI,TXN939444
2024-06-11,14:25,ATM-WDL-SBI-4084,Debit,500,-760375.0,ATM,TXN930895
12/06/24,01:36,UPI-ZEPTO-7106@HDFCBANK,DR,Rs. 641,-229917.0,UPI,TXN588323
12-Jun-24,04:44,UPI-GROWWPAY@HDFCBANK,Debit,"3,834.00",-233976.0,UPI,TXN878594
12/06/24,05:54,NETFLIX.COM,Debit,Rs. 626,686453.0,UPI,TXN130434
2024-06-12,09:29,ATM-WDL-ICICI-4739,DR,₹500,-718445.0,ATM,TXN802699
2024-06-12,09:59,ZOMATO MEDIA P L,DR,383,-235104.0,UPI,TXN755425
2024-06-12,14:38,POS SWIGGY-RESTAURANT,DR,368.00,-234344.0,UPI,TXN526772
12/06/24,14:40,POS SWIGGY BANGALORE,Debit,Rs. 605,-235709.0,UPI,TXN217314
2024-06-12,16:29,POS ZOMATO,Debit,Rs. 377,-234721.0,UPI,TXN731402
12 Jun 2024,23:36,UPI-SWIGGY-INSTAMART@OKAXIS,DR,₹225,-230142.0,UPI,TXN385173
2024-06-13,01:46,FSN E-COMMERCE,Debit,785.00,-240838.0,UPI,TXN996157
13-Jun-24,11:37,COFFEE DAY GLOBAL,Debit,₹308,-240053.0,UPI,TXN364405
2024-06-13,12:36,POS NYKAA BANGALORE,Debit,Rs. 416,-236125.0,UPI,TXN977101
13 Jun 2024,12:59,ROPPEN TRANSPORTATION,DR,₹172,-241344.0,UPI,TXN270651
13/06/24,13:25,TWC INDIA,DR,333.00,-236458.0,UPI,TXN263264
13/06/24,14:06,AMAZONIN MARKETPLACE,Debit,₹334,-241172.0,UPI,TXN388086
13 Jun 2024,15:37,BWSSB WATER BILL,Debit,Rs. 292,-239745.0,UPI,TXN665200
13/06/24,17:07,UPI-SWIGGY6053@OKAXIS,Debit,Rs. 396,-239453.0,UPI,TXN718335
13/06/24,20:34,UPI-SWIGGY-INSTAMART@OKAXIS,DR,833.00,-239057.0,UPI,TXN174801
13-Jun-24,21:12,POS BANGALORE RESTAURANT,DR,"Rs. 1,766",-238224.0,UPI,TXN892514
2024-06-14,13:23,ANI Technologies,DR,₹477,-242652.0,UPI,TXN557484
14-Jun-24,13:43,UPI-OLACABS@HDFCBANK,DR,₹199,-241543.0,UPI,TXN291551
14/06/24,21:37,ZOMATO-DINING,DR,₹632,-242175.0,UPI,TXN734604
15/06/24,01:16,Amazon Pay India,DR,₹3179,-245831.0,UPI,TXN295864
15 Jun 2024,05:21,SPOTIFY*PREMIUM,DR,119.00,686334.0,UPI,TXN795205
15-Jun-24,09:44,UPI-SWIGGY-3505@HDFCBANK,Debit,₹380,-246341.0,UPI,TXN950879
15/06/24,13:34,ROPPEN TRANSPORTATION,Debit,₹130,-245961.0,UPI,TXN312281
15/06/24,18:55,INSTAMART BANGALORE,DR,Rs. 410,-247891.0,UPI,TXN621282
15/06/24,19:54,POS SWIGGY BANGALORE,DR,441.00,-247207.0,UPI,TXN980563
15/06/24,21:52,POS UBER BANGALORE,DR,274.00,-247481.0,UPI,TXN491834
15-Jun-24,22:55,Swiggy*Order,Debit,425.00,-246766.0,UPI,TXN942918
16/06/24,00:04,AMAZONIN MARKETPLACE,Debit,945.00,-248836.0,UPI,TXN458070
16/06/24,03:38,POS NYKAA BANGALORE,DR,695,-252846.0,UPI,TXN619103
16-Jun-24,08:50,UBER SYSTEMS INDIA,Debit,464,-252151.0,UPI,TXN581379
16-Jun-24,11:19,POS OLA-PRIME,DR,218,-251312.0,UPI,TXN246043
2024-06-16,12:39,POS INDIAN OIL BANGALORE,DR,1793,-251094.0,UPI,TXN351044
16/06/24,16:12,TWC INDIA,DR,375.00,-251687.0,UPI,TXN405619
2024-06-16,16:20,KIRANAKART TECH,DR,₹465,-249301.0,UPI,TXN613462
16-Jun-24,23:37,AMAZON SELLER SVCS,Debit,"Rs. 2,519",-255365.0,UPI,TXN505678
17/06/24,00:42,UPI-AMAZONPAY@HDFCBANK,DR,740.00,-256695.0,UPI,TXN698335
17-Jun-24,09:48,UPI-SWIGGY-0015@HDFCBANK,DR,590,-255955.0,UPI,TXN820082
2024-06-17,12:19,SWIGGY-INSTAMART,Debit,402.00,-258032.0,UPI,TXN503151
2024-06-17,20:01,UPI-RESTAURANT-2648@PAYTM,Debit,"Rs. 1,408",-259440.0,UPI,TXN745543
17 Jun 2024,20:17,POS SWIGGY-RESTAURANT,DR,594,-257630.0,UPI,TXN393046
17/06/24,20:22,UPI-STARBUCKS@AXIS,Debit,341.00,-257036.0,UPI,TXN268187
18/06/24,02:44,BWSSB WATER BILL,Debit,301,-263741.0,UPI,TXN340216
2024-06-18,04:09,AMAZON SELLER SVCS,DR,Rs. 883,-260323.0,UPI,TXN360849
18/06/24,04:54,Flipkart Internet,Debit,₹2698,-263440.0,UPI,TXN841452
18/06/24,09:04,UPI-SWIGGY-INSTAMART@OKAXIS,DR,Rs. 417,-264158.0,UPI,TXN543824
2024-06-18,09:09,ATM-WDL-SBI-0874,Debit,₹5000,-724544.0,ATM,TXN793023
18/06/24,11:01,ANI Technologies,DR,371,-260742.0,UPI,TXN372482
18 Jun 2024,17:58,UPI-VIKAS-1878@OKAXIS,Debit,1099,-719544.0,UPI,TXN527265
18 Jun 2024,17:58,UPI-VIKAS-1878@OKAXIS,Debit,1099,-719544.0,UPI,TXN527265
2024-06-18,21:24,BMTC BUS PASS,DR,48,-260371.0,UPI,TXN507759
19/06/24,05:09,POS SWIGGY BANGALORE,Debit,₹613,-265300.0,UPI,TXN215213
19-Jun-24,07:38,BHIM-BMTC,Debit,Rs. 12,-265312.0,UPI,TXN667771
2024-06-19,07:59,BHIM-BMTC,DR,21,-264687.0,UPI,TXN512935
2024-06-19,08:02,POS BANGALORE RESTAURANT,Debit,₹723,-266078.0,UPI,TXN125035
19-Jun-24,10:01,KIRANAKART TECH,DR,Rs. 370,-266448.0,UPI,TXN356368
19-Jun-24,20:12,ZOMATO MEDIA P L,DR,508.00,-264666.0,UPI,TXN486851
2024-06-19,21:29,BMTC BUS PASS,Debit,Rs. 43,-265355.0,UPI,TXN627593
19/06/24,21:57,BUNDL Tech P L,Debit,404,-266852.0,UPI,TXN357284
19/06/24,21:59,POS DMART BANGALORE,Debit,₹794,-267646.0,UPI,TXN960979
2024-06-20,02:05,UPI-HOTSTAR@AXIS,Debit,"1,176.00",685158.0,UPI,TXN497542
20/06/24,03:46,UPI-ZOMATO-LIMITED@PAYTM,DR,Rs. 447,-273727.0,UPI,TXN459385
20-Jun-24,05:32,OLA ELECTRIC,Debit,₹231,-271647.0,UPI,TXN153389
20 Jun 2024,09:26,Swiggy*Order,Debit,₹471,-273280.0,UPI,TXN169445
20 Jun 2024,14:56,POS THIRD WAVE COFFEE,DR,₹312,-271959.0,UPI,TXN964774
2024-06-20,18:28,POS BLINKIT,Debit,₹850,-272809.0,UPI,TXN417624
20 Jun 2024,22:55,POS FLIPKART BANGALORE,DR,₹3770,-271416.0,UPI,TXN845647
2024-06-20,23:54,UBER SYSTEMS INDIA,Debit,380.00,-274107.0,UPI,TXN975937
21 Jun 2024,00:34,POS THIRD WAVE COFFEE,DR,₹309,-280561.0,UPI,TXN286198
2024-06-21,06:38,MYNTRA DESIGNS,Debit,"1,504.00",-275611.0,UPI,TXN524368
21/06/24,12:53,UPI-SWIGGY6013@OKAXIS,DR,367.00,-280928.0,UPI,TXN141433
21 Jun 2024,12:54,POS OLA-PRIME,Debit,₹240,-280252.0,UPI,TXN186308
21-Jun-24,15:26,RAPIDO BIKE TAXI,DR,137,-276369.0,UPI,TXN159667
21 Jun 2024,19:09,Amazon Pay India,Debit,"Rs. 3,643",-280012.0,UPI,TXN515597
2024-06-21,19:51,BUNDL Tech P L,DR,₹621,-276232.0,UPI,TXN203386
21 Jun 2024,20:12,POS UBER BANGALORE,DR,₹227,-281155.0,UPI,TXN168097
22-Jun-24,10:05,BHIM SWIGGY,Debit,210.00,-285753.0,UPI,TXN707408
22-Jun-24,10:49,POS MEGHANA FOODS,Debit,"1,733.00",-282888.0,UPI,TXN949630
22-Jun-24,11:04,UPI-SWIGGY-8838@HDFCBANK,Debit,Rs. 205,-286220.0,UPI,TXN843588
22/06/24,12:46,POS DINEOUT,Debit,₹7935,-480815.0,UPI,TXN540191
22/06/24,16:52,POS EMPIRE RESTAURANT,DR,969.00,-287189.0,UPI,TXN362773
22 Jun 2024,17:26,ZOMATO MEDIA P L,DR,262.00,-286015.0,UPI,TXN481901
22-Jun-24,21:42,UPI-VIKAS-9964@OKAXIS,DR,"Rs. 1,472",-764161.0,UPI,TXN907498
22-Jun-24,22:19,AMAZONIN MARKETPLACE,Debit,₹2655,-285543.0,UPI,TXN583694
2024-06-23,12:33,POS STARBUCKS BANGALORE,DR,420.00,-288662.0,UPI,TXN673700
23/06/24,12:39,POS BLINKIT,DR,581.00,-288242.0,UPI,TXN999441
23-Jun-24,14:14,BANGALORE ELEC SUPPLY,DR,"1,445.00",-290302.0,UPI,TXN513990
2024-06-23,16:02,KIRANAKART TECH,Debit,377,-290679.0,UPI,TXN536999
2024-06-23,23:09,FLIPKART INDIA,DR,472.00,-287661.0,UPI,TXN762215
23 Jun 2024,23:29,POS ZEPTO BANGALORE,Debit,Rs. 195,-288857.0,UPI,TXN586060
2024-06-24,08:18,TATA STARBUCKS,Debit,Rs. 351,-293095.0,UPI,TXN675333
24/06/24,10:34,OLA CABS,Debit,₹455,-292744.0,UPI,TXN885813
24-Jun-24,19:49,UPI-RESTAURANT-7645@PAYTM,Debit,1610,-292289.0,UPI,TXN507923
2024-06-24,22:09,ATM-WDL-ICICI-3918,Debit,₹2000,-731544.0,ATM,TXN716155
25-Jun-24,00:12,AIRTEL POSTPAID,Debit,₹302,-297312.0,UPI,TXN430479
25/06/24,04:48,AMAZON PRIME VIDEO,Debit,₹1042,684116.0,UPI,TXN783414
25/06/24,05:53,POS MEGHANA FOODS,Debit,496,-297808.0,UPI,TXN924334
25 Jun 2024,10:07,UPI-SWIGGY-9077@HDFCBANK,Debit,₹616,-293711.0,UPI,TXN573213
25/06/24,13:16,UPI-THIRDWAVE@OKAXIS,DR,Rs. 385,-294843.0,UPI,TXN647447
25 Jun 2024,14:21,Amazon Pay India,DR,17504,-629345.0,UPI,TXN103223
2024-06-25,14:44,FLIPKART INDIA,Debit,574.00,-297010.0,UPI,TXN308785
25-Jun-24,15:53,GROFERS INDIA P L,Debit,Rs. 747,-294458.0,UPI,TXN506722
25/06/24,18:30,UPI-RESTAURANT-0874@PAYTM,Debit,₹1593,-296436.0,UPI,TXN768455
26/06/24,01:51,DISNEY HOTSTAR,DR,₹1038,-301847.0,UPI,TXN779986
26 Jun 2024,05:19,BHIM SWIGGY,Debit,610.00,-300351.0,UPI,TXN205314
26-Jun-24,08:38,ATM-WDL-ICICI-5025,DR,"Rs. 2,000",-706388.0,ATM,TXN367642
26 Jun 2024,09:07,AMAZONIN MARKETPLACE,DR,₹22008,-699028.0,UPI,TXN313051
26-Jun-24,12:52,POS ZEPTO BANGALORE,DR,585,-298393.0,UPI,TXN260470
26/06/24,13:46,UPI-NETFLIX-MEMB@HDFCBANK,Debit,Rs. 596,-302710.0,UPI,TXN460991
26/06/24,14:54,BIGBASKET BANGALORE,DR,₹655,-299741.0,UPI,TXN939250
26 Jun 2024,16:06,BWSSB WATER BILL,DR,₹267,-302114.0,UPI,TXN648379
26 Jun 2024,18:02,VODAFONE IDEA LTD,DR,458.00,-300809.0,UPI,TXN212018
2024-06-26,21:04,POS ZEPTO BANGALORE,Debit,693.00,-299086.0,UPI,TXN244100
27/06/24,09:37,POS HP PETROL STATION,Debit,₹1089,-303799.0,UPI,TXN719433
27/06/24,12:08,ZOMATO BENGALURU,DR,₹495,-304294.0,UPI,TXN148826
2024-06-27,16:08,TATA STARBUCKS,DR,Rs. 331,-304625.0,UPI,TXN568791
27-Jun-24,16:33,FLIPKART INDIA,DR,"Rs. 15,955",-540377.0,UPI,TXN403768
27-Jun-24,20:50,UPI-SWIGGY3466@OKAXIS,Debit,243,-304868.0,UPI,TXN253003
28/06/24,11:41,ANI Technologies,Debit,₹234,-306264.0,UPI,TXN239970
28-Jun-24,12:31,Swiggy*Order,Debit,Rs. 376,-306640.0,UPI,TXN823420
2024-06-28,17:18,SWIGGY-INSTAMART,DR,284.00,-306030.0,UPI,TXN168466
28 Jun 2024,21:33,BUNDL Tech P L,DR,₹589,-307229.0,UPI,TXN356161
2024-06-28,21:54,BLINKIT BANGALORE,Debit,₹878,-305746.0,UPI,TXN974187
29-Jun-24,00:12,UPI-OLACABS@HDFCBANK,Debit,215.00,-307614.0,UPI,TXN802374
2024-06-29,10:35,UPI-BLINKIT-1828@PAYTM,DR,Rs. 216,-308860.0,UPI,TXN874494
29-Jun-24,14:22,KIRANAKART TECH,DR,₹515,-310230.0,UPI,TXN962258
29-Jun-24,16:39,UPI-RAPIDO@OKAXIS,Debit,170.00,-307399.0,UPI,TXN540114
2024-06-29,18:36,POS BANGALORE RESTAURANT,Debit,"1,030.00",-308644.0,UPI,TXN658352
29 Jun 2024,19:35,POS SWIGGY BANGALORE,DR,Rs. 405,-309265.0,UPI,TXN394032
2024-06-29,20:46,ZOMATO-DINING,DR,₹203,-309715.0,UPI,TXN703638
29/06/24,21:57,UPI-UBER-3218@HDFCBANK,DR,247.00,-309512.0,UPI,TXN667358
2024-06-30,11:53,SWIGGY-INSTAMART,DR,637.00,-311783.0,UPI,TXN274261
30 Jun 2024,16:35,BHIM ZEPTO,DR,693.00,-312476.0,UPI,TXN792601
30/06/24,17:12,UPI-STARBUCKS@AXIS,DR,327.00,-310557.0,UPI,TXN859233
2024-06-30,19:56,POS ZOMATO,DR,₹589,-311146.0,UPI,TXN492729
30/06/24,22:27,OLA ELECTRIC,DR,₹208,-312684.0,UPI,TXN910085
